utilidad_real,inversion,compras_cliente,clusters,cluster_names
0.7338821202590464,0.44792288287297966,-0.317601190318429,1,Comprador Sin nivel
-0.2540184406426344,-0.279451207412124,-0.317601190318429,1,Comprador Sin nivel
-0.30431888158781795,-0.3524485185444534,-0.317601190318429,1,Comprador Sin nivel
-0.13025702494894426,-0.07410915816415013,-0.317601190318429,1,Comprador Sin nivel
0.062026656782539616,0.3961906045130809,0.44857075333633784,4,Comprador Bronce
-0.2745137971445004,-0.34549366787182684,-0.317601190318429,1,Comprador Sin nivel
0.8432700003331415,1.6193637605295754,0.70396140122126,4,Comprador Bronce
0.018042180974799444,0.20398595140966738,0.44857075333633784,4,Comprador Bronce
-0.268354753115561,-0.33410282065753744,-0.317601190318429,1,Comprador Sin nivel
-0.32278813112592986,-0.3774304514082818,-0.317601190318429,1,Comprador Sin nivel
-0.2795304555035305,-0.33869419807146056,-0.317601190318429,1,Comprador Sin nivel
-0.15126357933172288,-0.11068974954546858,0.44857075333633784,1,Comprador Sin nivel
-0.28367609223052026,-0.3162863800222187,-0.06221054243350671,1,Comprador Sin nivel
-0.2291371756513623,-0.2919481881309881,-0.06221054243350671,1,Comprador Sin nivel
-0.2988351092313805,-0.34516146696323735,-0.317601190318429,1,Comprador Sin nivel
-0.04579580750774429,-0.10083771071456649,-0.317601190318429,1,Comprador Sin nivel
-0.26963026627473136,-0.3284837784946574,-0.317601190318429,1,Comprador Sin nivel
-0.012470581174590167,0.017700842547681103,-0.317601190318429,1,Comprador Sin nivel
0.021511378244293743,0.011520561277893377,-0.06221054243350671,1,Comprador Sin nivel
-0.26711544129118986,-0.28938412071342384,-0.06221054243350671,1,Comprador Sin nivel
7.3887370030901796,5.31494851141337,4.024039823725249,2,Comprador Diamante
-0.314298918115549,-0.3636772630363619,-0.317601190318429,1,Comprador Sin nivel
-0.22698640763955005,-0.19333680719823002,-0.317601190318429,1,Comprador Sin nivel
-0.31597673320498637,-0.3830422764268219,-0.317601190318429,1,Comprador Sin nivel
-0.3362423280093776,-0.391839975377236,-0.317601190318429,1,Comprador Sin nivel
-0.23642167246780485,-0.23423961896338116,-0.06221054243350671,1,Comprador Sin nivel
-0.2769276087261026,-0.28378913569834363,-0.317601190318429,1,Comprador Sin nivel
0.00846867959793694,0.243778172022269,0.19318010545141556,1,Comprador Sin nivel
-0.22758796288433614,-0.1546418047942538,-0.317601190318429,1,Comprador Sin nivel
-0.10749718737152221,-0.029580792712923805,-0.317601190318429,1,Comprador Sin nivel
0.005636800988655217,-0.15869791066962968,-0.317601190318429,1,Comprador Sin nivel
